open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base,taker_buy_quote,ignore
2025-10-30 14:00:00,107627.15,108374.21,107610.44,108285.54,1206.17345,2025-10-30 14:59:59.999,130336660.43751860,400486,698.75944000,75512897.86779250,0
2025-10-30 15:00:00,108285.54,108350.44,107328.0,107711.56,1019.91386,2025-10-30 15:59:59.999,109935433.34199670,298967,398.46051000,42950876.38353980,0
2025-10-30 16:00:00,107711.56,108214.85,107559.98,108144.57,667.54851,2025-10-30 16:59:59.999,72093366.76522430,232814,362.73797000,39176014.59367460,0
2025-10-30 17:00:00,108144.58,108150.56,106801.0,107486.69,1492.47982,2025-10-30 17:59:59.999,160101147.90306400,364600,674.59614000,72359579.66490020,0
2025-10-30 18:00:00,107486.69,107556.65,106791.78,106837.09,766.54153,2025-10-30 18:59:59.999,82194927.00911910,247885,383.13876000,41096594.79404170,0
2025-10-30 19:00:00,106837.09,107158.62,106304.34,106536.39,1440.69222,2025-10-30 19:59:59.999,153809286.87690310,391377,740.13787000,79043744.92265750,0
2025-10-30 20:00:00,106536.39,107652.0,106316.17,107510.91,1205.05225,2025-10-30 20:59:59.999,128999897.22743090,347875,706.22989000,75621480.75986100,0
2025-10-30 21:00:00,107510.91,107950.0,107400.0,107907.68,846.16919,2025-10-30 21:59:59.999,91093487.15132250,163873,508.13145000,54690357.20581980,0
2025-10-30 22:00:00,107907.67,107939.0,107472.0,107912.81,333.78851,2025-10-30 22:59:59.999,35948241.15201600,123333,168.12656000,18105127.77938600,0
2025-10-30 23:00:00,107912.81,108334.53,107600.01,108322.88,797.95117,2025-10-30 23:59:59.999,86185186.78522870,179378,383.68757000,41447866.35806180,0
2025-10-31 00:00:00,108322.87,109586.94,108275.28,109317.21,1084.42941,2025-10-31 00:59:59.999,118016216.87217540,267805,638.38208000,69467646.82386540,0
2025-10-31 01:00:00,109317.21,110042.16,109180.0,109619.77,1402.71517,2025-10-31 01:59:59.999,153908398.15437720,255632,669.93117000,73502027.96803410,0
2025-10-31 02:00:00,109619.77,109685.32,108565.26,108857.99,866.79172,2025-10-31 02:59:59.999,94589925.75061650,225136,364.69372000,39774976.99214570,0
2025-10-31 03:00:00,108858.0,109324.4,108613.11,109227.86,820.345,2025-10-31 03:59:59.999,89451500.16499340,211704,482.32419000,52590952.58632410,0
2025-10-31 04:00:00,109227.87,110215.0,109114.88,110084.02,1133.07928,2025-10-31 04:59:59.999,124423019.24644210,210366,652.25700000,71627480.44387940,0
2025-10-31 05:00:00,110084.02,110084.03,109691.92,109899.15,939.00824,2025-10-31 05:59:59.999,103155148.48659380,122702,404.23188000,44408776.60711410,0
2025-10-31 06:00:00,109899.15,109968.71,109517.49,109650.0,532.21593,2025-10-31 06:59:59.999,58366252.82516190,153132,262.78551000,28818799.85525750,0
2025-10-31 07:00:00,109650.0,109807.9,109266.58,109449.31,994.16577,2025-10-31 07:59:59.999,108901896.86190710,171957,564.45205000,61836545.53741020,0
2025-10-31 08:00:00,109449.32,110100.0,109214.13,110062.44,719.63357,2025-10-31 08:59:59.999,78929860.16847490,230943,416.39569000,45681851.04159160,0
2025-10-31 09:00:00,110062.45,110450.0,109807.89,109848.39,632.93862,2025-10-31 09:59:59.999,69690862.47196610,200572,298.72552000,32894993.33746730,0
2025-10-31 10:00:00,109848.39,110117.32,109710.08,109819.2,375.06762,2025-10-31 10:59:59.999,41219739.23411570,149507,180.95035000,19887145.21134710,0
2025-10-31 11:00:00,109819.21,110550.0,109461.53,110415.61,712.18313,2025-10-31 11:59:59.999,78254871.91591570,193419,374.01892000,41121225.69026120,0
2025-10-31 12:00:00,110415.62,110681.0,109619.94,109653.19,904.10139,2025-10-31 12:59:59.999,99594155.82662950,251221,470.61451000,51854889.03144670,0
2025-10-31 13:00:00,109653.2,110240.0,109366.91,110157.54,1164.32028,2025-10-31 13:59:59.999,127887540.38870580,310856,588.32833000,64624123.65824260,0
2025-10-31 14:00:00,110157.54,111054.61,109590.46,110790.14,2487.24179,2025-10-31 14:59:59.999,274389675.66564160,459302,1203.68470000,132759832.86519800,0
2025-10-31 15:00:00,110790.14,111190.0,110132.02,110202.9,1557.65344,2025-10-31 15:59:59.999,172305156.14768630,342702,764.36192000,84555331.89361300,0
2025-10-31 16:00:00,110202.9,110300.0,108671.25,108845.4,1222.91214,2025-10-31 16:59:59.999,133983100.28659110,331227,467.82342000,51250733.24737280,0
2025-10-31 17:00:00,108845.4,109417.91,108635.0,109299.98,1008.03929,2025-10-31 17:59:59.999,109931067.35922210,310643,473.23201000,51606667.04152210,0
2025-10-31 18:00:00,109299.98,109817.51,108974.76,109452.35,808.98594,2025-10-31 18:59:59.999,88461724.90918160,242201,413.34992000,45196844.01579750,0
2025-10-31 19:00:00,109452.2,110237.66,109114.52,109828.78,824.47324,2025-10-31 19:59:59.999,90551694.57222120,228425,478.50555000,52561369.84606960,0
2025-10-31 20:00:00,109828.78,109828.79,109438.12,109493.85,531.7637,2025-10-31 20:59:59.999,58319172.15962700,145458,248.53923000,27260340.09298810,0
2025-10-31 21:00:00,109493.84,109750.0,109329.15,109558.48,331.78769,2025-10-31 21:59:59.999,36350299.18937910,105041,155.01950000,16983493.72240120,0
2025-10-31 22:00:00,109558.48,109801.89,109483.66,109580.09,286.93529,2025-10-31 22:59:59.999,31465744.93112920,87829,123.38795000,13530526.30456880,0
2025-10-31 23:00:00,109580.08,109683.31,109518.22,109608.01,177.41674,2025-10-31 23:59:59.999,19443414.35265630,49092,102.54426000,11237717.10986160,0
2025-11-01 00:00:00,109608.01,109751.99,109394.81,109730.78,314.60723,2025-11-01 00:59:59.999,34464648.80537120,84033,123.35546000,13514760.33841550,0
2025-11-01 01:00:00,109730.78,110048.0,109699.84,109734.11,205.95055,2025-11-01 01:59:59.999,22621363.46925570,91298,97.09852000,10667203.29432000,0
2025-11-01 02:00:00,109734.1,109872.29,109478.09,109790.27,322.30901,2025-11-01 02:59:59.999,35343944.95135070,98281,122.47322000,13431652.39734750,0
2025-11-01 03:00:00,109790.27,110315.54,109789.17,110226.37,486.66403,2025-11-01 03:59:59.999,53576137.91135390,111392,310.57376000,34189791.45236460,0
2025-11-01 04:00:00,110226.38,110564.49,110109.58,110291.67,486.28878,2025-11-01 04:59:59.999,53649436.98454570,140442,274.93734000,30335415.16612210,0
2025-11-01 05:00:00,110291.66,110382.87,110050.0,110140.79,231.47577,2025-11-01 05:59:59.999,25507277.14687720,89667,107.95637000,11898420.86723430,0
2025-11-01 06:00:00,110140.78,110175.38,109933.86,110004.82,272.1363,2025-11-01 06:59:59.999,29946862.48717950,67161,117.65999000,12949243.41429110,0
2025-11-01 07:00:00,110004.82,110251.67,109992.78,110071.4,284.01087,2025-11-01 07:59:59.999,31277798.58359920,83373,139.21357000,15333239.16856540,0
2025-11-01 08:00:00,110071.4,110270.9,110071.4,110248.88,310.52873,2025-11-01 08:59:59.999,34219616.45796100,91234,143.70110000,15835090.92077070,0
2025-11-01 09:00:00,110248.88,110254.55,109970.18,109991.29,350.98951,2025-11-01 09:59:59.999,38649487.86489920,78571,125.43377000,13810936.93434670,0
2025-11-01 10:00:00,109991.29,110169.23,109854.72,110147.83,273.03449,2025-11-01 10:59:59.999,30037078.47627030,67072,119.62294000,13160418.36672220,0
2025-11-01 11:00:00,110147.83,110238.78,110000.01,110137.59,193.43473,2025-11-01 11:59:59.999,21303237.39187330,58582,83.70547000,9218812.29158480,0
2025-11-01 12:00:00,110137.59,110200.0,110000.01,110017.27,289.94506,2025-11-01 12:59:59.999,31921919.58849800,80260,82.66908000,9101440.16816670,0
2025-11-01 13:00:00,110017.26,110054.96,109702.66,109946.27,273.80468,2025-11-01 13:59:59.999,30093941.08991770,103036,109.12956000,11994780.98315620,0
2025-11-01 14:00:00,109946.26,109993.98,109728.94,109933.85,343.69011,2025-11-01 14:59:59.999,37756719.14027000,77859,137.93785000,15153302.49226270,0
2025-11-01 15:00:00,109933.86,110348.0,109910.22,110310.65,619.56524,2025-11-01 15:59:59.999,68247233.19547580,121222,331.20083000,36484388.86562880,0
2025-11-01 16:00:00,110310.65,110529.99,110208.49,110464.33,670.42039,2025-11-01 16:59:59.999,73995208.21486970,133713,288.45277000,31835048.56156980,0
2025-11-01 17:00:00,110464.33,110495.04,110192.0,110208.97,297.51556,2025-11-01 17:59:59.999,32816808.82754730,74030,92.13368000,10162593.06677560,0
2025-11-01 18:00:00,110208.96,110361.03,110193.43,110341.27,169.41416,2025-11-01 18:59:59.999,18681689.52964900,50582,79.62269000,8779941.05083430,0
2025-11-01 19:00:00,110341.28,110341.28,110220.77,110299.99,109.98551,2025-11-01 19:59:59.999,12127241.98309330,30988,58.06300000,6401842.95616030,0
2025-11-01 20:00:00,110300.0,110516.17,110298.17,110406.2,211.21273,2025-11-01 20:59:59.999,23320362.76144580,54207,131.04467000,14468335.68541290,0
2025-11-01 21:00:00,110406.21,110426.0,109858.44,109862.85,273.04557,2025-11-01 21:59:59.999,30094091.69873680,82167,96.84951000,10675425.33339860,0
2025-11-01 22:00:00,109862.85,110098.59,109862.84,110092.78,259.45939,2025-11-01 22:59:59.999,28539147.33860080,79283,170.83761000,18790866.31797490,0
2025-11-01 23:00:00,110092.79,110144.49,109974.0,110098.1,129.01591,2025-11-01 23:59:59.999,14197962.53603870,45761,63.01125000,6934005.98754650,0
2025-11-02 00:00:00,110098.1,110127.26,109895.27,109974.09,318.19118,2025-11-02 00:59:59.999,35007028.30419480,79032,149.98610000,16501979.24958630,0
2025-11-02 01:00:00,109974.09,110091.36,109921.05,109978.01,159.66153,2025-11-02 01:59:59.999,17564068.84700000,64723,76.04963000,8365983.25043570,0
2025-11-02 02:00:00,109978.01,110263.91,109879.39,110015.77,233.11834,2025-11-02 02:59:59.999,25650665.74321250,72779,109.20792000,12016502.17091430,0
2025-11-02 03:00:00,110015.76,110086.82,109962.06,110053.23,145.30218,2025-11-02 03:59:59.999,15984748.31350970,50793,59.47383000,6542911.14545500,0
2025-11-02 04:00:00,110053.22,110784.13,110030.06,110670.27,1380.24287,2025-11-02 04:59:59.999,152153598.77166420,131129,717.51731000,79108598.82893370,0
2025-11-02 05:00:00,110670.27,110714.04,110274.65,110497.98,1261.57372,2025-11-02 05:59:59.999,139395098.46567870,124124,490.78531000,54225851.72248040,0
2025-11-02 06:00:00,110497.98,110725.9,110274.9,110663.89,867.8504,2025-11-02 06:59:59.999,95880032.83423490,104483,448.05767000,49514491.37759870,0
2025-11-02 07:00:00,110663.9,111045.09,110429.7,110895.53,919.53603,2025-11-02 07:59:59.999,101821303.57155310,101445,467.11573000,51727801.42483700,0
2025-11-02 08:00:00,110895.53,111013.43,110716.52,110850.17,518.6449,2025-11-02 08:59:59.999,57478433.69846450,101572,278.61840000,30874946.39438440,0
2025-11-02 09:00:00,110850.17,111037.94,110525.89,110714.0,566.42995,2025-11-02 09:59:59.999,62755362.58979070,113660,248.42482000,27529282.48687590,0
2025-11-02 10:00:00,110714.0,110876.53,110346.15,110492.0,715.95933,2025-11-02 10:59:59.999,79208263.63523060,132283,430.64233000,47650199.67841960,0
2025-11-02 11:00:00,110491.99,111229.78,110482.6,111196.99,627.26421,2025-11-02 11:59:59.999,69601576.59518370,111654,418.76502000,46477245.70479500,0
2025-11-02 12:00:00,111196.99,111250.01,110678.25,110736.24,460.53292,2025-11-02 12:59:59.999,51117924.83008510,171003,161.76455000,17959150.35495720,0
2025-11-02 13:00:00,110736.24,110766.79,110173.84,110568.65,420.28873,2025-11-02 13:59:59.999,46422542.29615870,164233,177.65116000,19621276.77616450,0
2025-11-02 14:00:00,110568.65,110667.62,110202.16,110422.24,420.72705,2025-11-02 14:59:59.999,46453720.09538010,177798,192.17469000,21221001.88054850,0
2025-11-02 15:00:00,110422.24,110566.86,110096.32,110117.48,387.83077,2025-11-02 15:59:59.999,42798387.57796940,122413,152.78805000,16866382.82428640,0
2025-11-02 16:00:00,110117.49,110143.53,109735.59,110115.34,614.25585,2025-11-02 16:59:59.999,67542123.77732290,179222,279.10554000,30688946.76630870,0
2025-11-02 17:00:00,110115.34,110263.91,110027.93,110190.4,215.89779,2025-11-02 17:59:59.999,23775836.32235310,78324,97.05555000,10689584.31248250,0
2025-11-02 18:00:00,110190.41,110331.0,110174.33,110331.0,137.67403,2025-11-02 18:59:59.999,15178723.92900550,67392,74.46483000,8209991.17241010,0
2025-11-02 19:00:00,110331.0,110331.0,109960.95,110180.84,217.64836,2025-11-02 19:59:59.999,23963679.64257400,68178,97.40880000,10725411.09369470,0
2025-11-02 20:00:00,110180.85,110213.2,109890.34,110086.7,208.23814,2025-11-02 20:59:59.999,22913771.98823750,56347,106.19985000,11684458.07376140,0
2025-11-02 21:00:00,110086.7,110126.94,109972.0,109990.9,196.61258,2025-11-02 21:59:59.999,21634882.91562830,53423,112.92199000,12425709.15818330,0
2025-11-02 22:00:00,109990.91,110012.0,109471.34,109899.99,458.99057,2025-11-02 22:59:59.999,50366030.33331990,112662,205.84754000,22592859.19712720,0
2025-11-02 23:00:00,109900.0,110742.26,109900.0,110540.68,654.52944,2025-11-02 23:59:59.999,72202726.06374940,213516,369.83791000,40796385.21033720,0
2025-11-03 00:00:00,110540.69,110750.0,109757.1,109757.11,449.08984,2025-11-03 00:59:59.999,49541362.91484960,144301,163.90798000,18089673.13361470,0
2025-11-03 01:00:00,109757.1,109910.33,109366.75,109665.5,905.23675,2025-11-03 01:59:59.999,99232812.94447660,246312,430.06001000,47157670.78643310,0
2025-11-03 02:00:00,109665.5,109754.14,108666.66,109033.83,1088.01796,2025-11-03 02:59:59.999,118715922.03062170,315511,430.53024000,46977197.44804940,0
2025-11-03 03:00:00,109033.84,109155.74,107907.44,107937.45,1524.18495,2025-11-03 03:59:59.999,165113665.85475900,375353,525.03961000,56864728.38204930,0
2025-11-03 04:00:00,107937.45,107999.53,107480.13,107900.37,1058.5459,2025-11-03 04:59:59.999,114068217.14729230,294897,458.16582000,49373537.17921610,0
2025-11-03 05:00:00,107900.37,108075.0,107400.0,107606.75,815.12463,2025-11-03 05:59:59.999,87826084.54820550,228884,347.70205000,37477834.10835400,0
2025-11-03 06:00:00,107606.75,107714.05,107006.05,107494.23,1115.28935,2025-11-03 06:59:59.999,119831450.48266810,272905,540.28039000,58063189.86198490,0
2025-11-03 07:00:00,107494.24,107832.45,107272.93,107468.23,874.56308,2025-11-03 07:59:59.999,94051612.17685990,225093,386.53897000,41573651.25970050,0
2025-11-03 08:00:00,107468.23,107705.15,106888.0,107586.97,1033.44721,2025-11-03 08:59:59.999,110848965.02547300,241237,345.64093000,37101845.23839500,0
2025-11-03 09:00:00,107586.98,107912.86,107083.33,107197.94,675.70561,2025-11-03 09:59:59.999,72616822.25989820,200940,237.40654000,25526377.53469540,0
2025-11-03 10:00:00,107197.95,107621.06,106726.63,106974.99,987.3979,2025-11-03 10:59:59.999,105864709.18423530,174778,343.60828000,36837294.34836430,0
2025-11-03 11:00:00,106974.99,107920.92,106963.0,107787.42,774.01269,2025-11-03 11:59:59.999,83191477.58045920,226783,410.24280000,44100618.76501000,0
2025-11-03 12:00:00,107787.42,108265.44,107713.1,107768.9,742.62608,2025-11-03 12:59:59.999,80203947.60166830,190658,421.35466000,45511612.63420450,0
2025-11-03 13:00:00,107768.91,108068.59,107574.77,107908.68,647.66063,2025-11-03 13:59:59.999,69801401.77598020,195992,280.58585000,30243178.34699650,0
2025-11-03 14:00:00,107908.68,108333.0,107369.01,108059.99,919.91286,2025-11-03 14:59:59.999,99181144.23142620,328111,429.12240000,46289852.81018430,0
2025-11-03 15:00:00,108060.0,108148.81,105511.0,105745.71,3853.95819,2025-11-03 15:59:59.999,409666876.45098690,692009,1605.02271000,170668441.16470090,0
2025-11-03 16:00:00,105745.71,106798.01,105306.56,106678.44,3622.24107,2025-11-03 16:59:59.999,384513328.46796470,603614,1618.55495000,171857109.20792070,0
2025-11-03 17:00:00,106678.43,107783.2,106536.11,107481.19,1563.75664,2025-11-03 17:59:59.999,167686322.43600360,405848,881.26433000,94483893.42395140,0
2025-11-03 18:00:00,107481.2,107599.85,106813.0,106961.62,1651.54985,2025-11-03 18:59:59.999,177088525.74843380,297881,882.75425000,94658034.90401330,0
2025-11-03 19:00:00,106961.61,107395.25,106455.23,107090.0,950.86728,2025-11-03 19:59:59.999,101721104.19363930,300037,559.23836000,59833865.35570930,0
2025-11-03 20:00:00,107090.0,107169.68,106310.43,106657.55,850.2085,2025-11-03 20:59:59.999,90740398.59680130,359138,400.51710000,42755532.54925020,0
2025-11-03 21:00:00,106657.55,107094.27,106088.73,106888.71,790.25915,2025-11-03 21:59:59.999,84343098.98541170,324017,326.16781000,34811198.18215930,0
2025-11-03 22:00:00,106888.71,106888.71,105755.59,106489.95,1150.56648,2025-11-03 22:59:59.999,122372162.90088560,245147,551.02332000,58625696.58747310,0
2025-11-03 23:00:00,106489.94,106750.0,106030.14,106583.04,636.96519,2025-11-03 23:59:59.999,67785238.46256760,185100,272.35638000,28987073.45574740,0
2025-11-04 00:00:00,106583.05,106808.51,105852.37,106471.45,1195.65517,2025-11-04 00:59:59.999,127156893.08884270,332271,512.29601000,54474908.18731380,0
2025-11-04 01:00:00,106471.45,107298.74,106277.46,107040.01,1133.99025,2025-11-04 01:59:59.999,121231340.05763020,321129,579.99366000,61998070.18729670,0
2025-11-04 02:00:00,107040.0,107243.23,106477.1,106482.6,701.66328,2025-11-04 02:59:59.999,74966346.20199730,245023,373.90678000,39943911.38585880,0
2025-11-04 03:00:00,106482.61,107233.83,106223.14,107158.79,1057.66983,2025-11-04 03:59:59.999,113069351.47338940,244889,699.12363000,74743961.43683530,0
2025-11-04 04:00:00,107158.79,107299.0,106703.82,106750.14,745.43101,2025-11-04 04:59:59.999,79784834.76373850,209011,395.08829000,42300655.39166650,0
2025-11-04 05:00:00,106750.14,106750.15,104200.0,104215.76,3268.3578,2025-11-04 05:59:59.999,343766048.27360020,486506,1126.45484000,118473839.84509940,0
2025-11-04 06:00:00,104215.76,105201.0,104200.0,104766.14,2382.47316,2025-11-04 06:59:59.999,249454222.89657350,357622,1198.62447000,125504339.07677220,0
2025-11-04 07:00:00,104766.14,104997.64,104317.56,104490.72,1633.60477,2025-11-04 07:59:59.999,170881497.11571010,277938,825.65011000,86357032.20805210,0
2025-11-04 08:00:00,104490.73,104631.39,103759.99,104051.9,1804.04853,2025-11-04 08:59:59.999,187949961.51984550,323667,736.00928000,76696467.95009080,0
2025-11-04 09:00:00,104051.9,104138.65,103636.0,103857.96,1455.72161,2025-11-04 09:59:59.999,151236916.91843210,277311,586.40434000,60933243.36188970,0
2025-11-04 10:00:00,103857.96,104106.55,103605.0,103816.39,1073.24239,2025-11-04 10:59:59.999,111391528.76030620,287433,453.16126000,47036430.90085510,0
2025-11-04 11:00:00,103816.39,104699.07,103774.33,104584.76,988.08793,2025-11-04 11:59:59.999,103067238.93782860,245790,580.55256000,60561072.68142480,0
2025-11-04 12:00:00,104584.75,104638.29,103844.39,103952.54,1216.95881,2025-11-04 12:59:59.999,126729264.09250430,237611,612.73444000,63800851.97517530,0
2025-11-04 13:00:00,103952.54,104243.67,103576.0,103924.25,1018.30395,2025-11-04 13:59:59.999,105783943.40432080,255475,387.55326000,40272823.11600910,0
2025-11-04 14:00:00,103924.26,104694.28,102915.05,104500.01,2915.82303,2025-11-04 14:59:59.999,302284273.32694020,459051,1298.77426000,134722429.92614820,0
2025-11-04 15:00:00,104500.01,104842.63,103185.89,103197.01,2271.81312,2025-11-04 15:59:59.999,236586744.20442310,474489,1070.68164000,111547638.46053870,0
2025-11-04 16:00:00,103197.02,103500.05,102164.0,102257.7,3313.32683,2025-11-04 16:59:59.999,340634523.35689600,562206,1289.48733000,132596188.29272820,0
2025-11-04 17:00:00,102257.7,102257.7,100800.0,101114.83,4223.40802,2025-11-04 17:59:59.999,428470955.46941760,663485,1817.30565000,184336938.07732300,0
2025-11-04 18:00:00,101114.82,101492.74,100010.73,101363.98,4101.41064,2025-11-04 18:59:59.999,413018514.74466230,625911,1807.90749000,182126082.53774020,0
2025-11-04 19:00:00,101363.97,101711.84,100414.0,100542.64,1814.79036,2025-11-04 19:59:59.999,183434047.28402390,466508,920.80932000,93100254.75362400,0
2025-11-04 20:00:00,100542.64,101119.4,99600.0,100755.43,4335.57159,2025-11-04 20:59:59.999,434923219.27642940,599202,2011.16256000,201871975.23161480,0
2025-11-04 21:00:00,100755.42,100831.49,98944.36,100311.46,4105.7665,2025-11-04 21:59:59.999,409707603.03082540,530430,1937.98055000,193498397.99620770,0
2025-11-04 22:00:00,100311.46,101893.09,100082.0,101295.71,2258.84809,2025-11-04 22:59:59.999,228253667.64408610,383304,1224.26678000,123711717.59992360,0
2025-11-04 23:00:00,101295.7,101740.0,100907.36,101497.22,1518.90709,2025-11-04 23:59:59.999,153914699.36998970,233347,943.06182000,95577482.59034180,0
2025-11-05 00:00:00,101497.23,101752.96,100350.0,100564.3,1452.38181,2025-11-05 00:59:59.999,146570803.54159430,325593,696.30472000,70295605.15352610,0
2025-11-05 01:00:00,100564.3,101015.01,98966.8,100761.62,3025.00486,2025-11-05 01:59:59.999,301950510.35940390,522828,1390.55257000,138857475.75595550,0
2025-11-05 02:00:00,100761.62,101922.98,100754.54,101677.93,3700.99085,2025-11-05 02:59:59.999,375285834.35778960,471966,2179.53607000,221050816.74234640,0
2025-11-05 03:00:00,101677.94,102272.23,101461.98,102130.0,2834.46709,2025-11-05 03:59:59.999,289059113.48833610,353352,1728.02857000,176230486.41992610,0
2025-11-05 04:00:00,102130.0,102236.92,101517.47,101998.3,2059.55564,2025-11-05 04:59:59.999,209940730.21261220,261156,1256.54626000,128107387.26696730,0
2025-11-05 05:00:00,101998.3,102370.0,101595.0,101824.89,1088.37371,2025-11-05 05:59:59.999,110963237.77415570,226259,615.84482000,62797527.74170360,0
2025-11-05 06:00:00,101824.89,102139.36,101500.0,102119.99,869.66608,2025-11-05 06:59:59.999,88544235.21881710,196878,537.06788000,54684829.23326300,0
2025-11-05 07:00:00,102120.0,102152.58,101601.71,101993.02,644.24535,2025-11-05 07:59:59.999,65649031.62615090,167147,336.71586000,34311908.33222840,0
2025-11-05 08:00:00,101993.03,102000.02,101176.47,101699.74,1179.77273,2025-11-05 08:59:59.999,119846849.02427830,275371,538.27264000,54683918.67907820,0
2025-11-05 09:00:00,101699.74,102203.48,101608.0,101995.29,785.11664,2025-11-05 09:59:59.999,80013947.64783450,244906,382.39385000,38975610.94523450,0
